Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Woman Owned Business,Sub Emerging Business
CT184620248807743,yes,Sub Vendor,WILLIAM A GROSS CONSTRUCTION ASSOCIATES INC.,Non-M/WBE,"BG-923M: Brooklyn Tree-Damaged Sidewalk Reconstruction FY23,",0.0,0.0,0.0,5/20/2024,5/19/2026,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,WBE UNLIMITED CORP.,Women (Non-Minority),Furnish & Install Bluestone Pavement,No Subcontract Payments Submitted,Construction Services,115000.0,115000.0,0.0,5/20/2024,5/19/2026,Yes,No 
CT184620248807534,yes,Prime Vendor,SANDHU CONTRACTING INC,Asian American,X040-122M: Poe Cottage Roof Reconstruction,410888.0,410888.0,310036.35,4/29/2024,4/28/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248807534,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,X040-122M: Poe Cottage Roof Reconstruction,0.0,0.0,0.0,4/29/2024,4/28/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,NATIONAL CONSTRUCTION RENTALS INC D   NATIONAL RENT A FENCE,Non-M/WBE,Construction fence,No Subcontract Payments Submitted,Construction Services,8500.0,8500.0,0.0,8/13/2024,4/28/2025,No ,No 
CT184620248807534,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,X040-122M: Poe Cottage Roof Reconstruction,0.0,0.0,0.0,4/29/2024,4/28/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,B&B Lightning Protection,Non-M/WBE,Lightning protection,No Subcontract Payments Submitted,Construction Services,10000.0,10000.0,0.0,8/15/2024,4/28/2025,No ,No 
CT184620248807534,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,X040-122M: Poe Cottage Roof Reconstruction,0.0,0.0,0.0,4/29/2024,4/28/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,MNK ENTERPRISES LLC,Asian American,Sidewalk shed,No Subcontract Payments Submitted,Construction Services,12000.0,12000.0,0.0,8/5/2024,4/28/2025,No ,No 
CT184620248807534,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,X040-122M: Poe Cottage Roof Reconstruction,0.0,0.0,0.0,4/29/2024,4/28/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),"Tree protection, tree removal, tree pruning",No Subcontract Payments Submitted,Construction Services,25000.0,25000.0,0.0,8/15/2024,4/28/2025,Yes,No 
CT184620248807518,yes,Prime Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,999819.0,999819.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,VITELLO SEWER WATER MAIN,Non-M/WBE,Water work,No Subcontract Payments Submitted,Construction Services,5000.0,5000.0,0.0,1/3/2025,6/23/2025,No ,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Tree Work,ACCO Canceled Subcontract,Construction Services,4175.0,4175.0,0.0,11/26/2024,6/23/2025,Yes,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,NICHLO LANDSCAPING INC,Women (Non-Minority),Landscape Work,ACCO Reviewing Subcontract,Construction Services,4500.0,4500.0,0.0,9/30/2024,6/23/2025,Yes,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,THM LANDCARE INC,Non-M/WBE,Tree Work,ACCO Reviewing Subcontract,Construction Services,4175.0,4175.0,0.0,9/30/2024,6/23/2025,No ,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,MESSINA ASPHALT CORP,Non-M/WBE,Asphalt Work,No Subcontract Payments Submitted,Construction Services,23490.0,23490.0,0.0,9/30/2024,6/23/2025,No ,No 
CT184620248807518,yes,Sub Vendor,ACME CONTRACTING CORP,Asian American,M041-121M: Alexander Hamilton Playground Basketball Courts R,0.0,0.0,0.0,6/24/2024,6/23/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,CMI SERVICES CORP,Non-M/WBE,TV Inspection,No Subcontract Payments Submitted,Construction Services,5000.0,5000.0,0.0,9/30/2024,6/23/2025,No ,No 
CT184620248807302,yes,Prime Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",4632750.0,4632750.0,108248.2,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Greed Roof Installation,No Subcontract Payments Submitted,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Greed Roof Installation,No Subcontract Payments Submitted,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Greed Roof Installation,No Subcontract Payments Submitted,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Green Roof Installation,ACCO Reviewing Subcontract,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Green Roof Installation,ACCO Reviewing Subcontract,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Adaptive Green Inc,Asian American,Green Roof Installation,ACCO Reviewing Subcontract,Construction Services,23000.0,23000.0,0.0,10/25/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,AZTECA LIGHTING INC,Hispanic American,Electric Work,No Subcontract Payments Submitted,Construction Services,125000.0,125000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Speedway Plumbing Corp,Non-M/WBE,Installation of Water and Drain Services,No Subcontract Payments Submitted,Construction Services,140000.0,140000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,INPRO PLUMBING CORP.,Non-M/WBE,Plumbing work,No Subcontract Payments Submitted,Construction Services,210000.0,210000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,NICHE ANALYSIS INC,Asian American,ACM Inspection & Testing,No Subcontract Payments Submitted,Construction Services,1140.0,1140.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,A & V STEEL LLC,Asian American,Steel Work As per spec,No Subcontract Payments Submitted,Construction Services,370000.0,370000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,JNR Flooring Inc,Non-M/WBE,Timber Piles Installation,No Subcontract Payments Submitted,Construction Services,67000.0,67000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807302,yes,Sub Vendor,Sienia Construction Inc,Women (Non-Minority),"Construction of a Comfort Station in Harlem River Park, Manh",0.0,0.0,0.0,5/29/2024,11/27/2025,Yes,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,VERDUGOS GENERAL CONTRACTING CORP.,Hispanic American,Foundation and Excavation Work,No Subcontract Payments Submitted,Construction Services,450000.0,450000.0,0.0,5/29/2024,11/27/2025,No ,No 
CT184620248807149,no,Prime Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY & FLORIST INC,Non-M/WBE,"CNYG-3722M: CITYWIDE INVASIVE SPECIES REMOVAL, CITYWIDE",2000000.0,2000000.0,440258.25,5/13/2024,5/11/2029,No ,No ,Department of Parks and Recreation,1015753555.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONTRACTUAL SERVICES GENERAL,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable
CT184620248806992,yes,Prime Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,1944114.0,1944114.0,1084833.83,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,1015486043.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248806992,yes,Sub Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,0.0,0.0,0.0,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,NYCO Environmental & Dewatering Corp.,Women (Non-Minority),"ENVIRONMENTAL CONSULTANT, SOIL SAMPLING, UNCLASSIFIED EXCAVATION & DISPOSAL PLAN",ACCO Reviewing Subcontract,Construction Services,36060.0,36060.0,0.0,5/13/2024,8/30/2024,Yes,No 
CT184620248806992,yes,Sub Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,0.0,0.0,0.0,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,"C.FRANCIS CONSTRUCTION, CORP",Black American,Hauling of Mix Debris,ACCO Reviewing Subcontract,Construction Services,150000.0,150000.0,0.0,5/13/2024,11/1/2024,No ,No 
CT184620248806992,yes,Sub Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,0.0,0.0,0.0,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,"Eco Thermal Contracting, Inc.",Women (Non-Minority),Insulation Work,ACCO Reviewing Subcontract,Construction Services,5000.0,5000.0,0.0,7/1/2024,11/11/2024,Yes,No 
CT184620248806992,yes,Sub Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,0.0,0.0,0.0,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,PETER J CATANZARO INC,Non-M/WBE,ELECTRICAL WORK,ACCO Reviewing Subcontract,Construction Services,139305.0,139305.0,0.0,6/1/2024,11/1/2024,No ,No 
CT184620248806992,yes,Sub Vendor,JCC CONSTRUCTION CORP.,Non-M/WBE,Prefabricated Public Restroom Buildings Construction,0.0,0.0,0.0,5/13/2024,1/11/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),PLANTING & LANDSCAPING,ACCO Reviewing Subcontract,Construction Services,42234.0,42234.0,0.0,5/13/2024,8/30/2024,Yes,No 
CT184620248806917,yes,Prime Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,2801546.0,2801546.0,1334801.29,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,1015486030.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,CMI SERVICES CORP,Non-M/WBE,SEWER PIPE CLEANING & TV INSPECTION,ACCO Reviewing Subcontract,Construction Services,10000.0,10000.0,0.0,10/31/2024,5/12/2025,No ,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,MINOSIS GROUP INC,Hispanic American,plumbing piping insulation,No Subcontract Payments Submitted,Construction Services,8900.0,8900.0,0.0,9/25/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Metrolink Industries LLC,Women (Non-Minority),"Excavation, Concret & Shoring",No Subcontract Payments Submitted,Construction Services,75000.0,75000.0,0.0,7/25/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),Landscape and tree pruning,ACCO Reviewing Subcontract,Construction Services,30920.0,30920.0,0.0,7/23/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,RMI ROAD MARKINGS INC,Women (Non-Minority),Roadway Markings,ACCO Reviewing Subcontract,Construction Services,10000.0,10000.0,0.0,7/23/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,BLACK GOLD PAVING CORP,Women (Non-Minority),Paving,No Subcontract Payments Submitted,Construction Services,60299.13,60299.13,0.0,7/1/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,D.D.S. MECHANICAL PLUMBING & HEATING CORP.,Non-M/WBE,Plumbing,No Subcontract Payments Submitted,Construction Services,139450.0,139450.0,0.0,6/19/2024,5/12/2025,No ,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,KND LICENSED ELECTRICAL CONTRACTING & SERVICES CORP.,Women (Non-Minority),Electrical,No Subcontract Payments Submitted,Construction Services,170000.0,170000.0,0.0,6/19/2024,5/12/2025,Yes,No 
CT184620248806917,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,CNYG-2623M Construction of Compact Prefab Public Restroom,0.0,0.0,0.0,5/13/2024,5/12/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,METROPOLITAN SEWER INC.,Non-M/WBE,Street Sewer & Water Connections,No Subcontract Payments Submitted,Construction Services,149000.0,149000.0,0.0,6/19/2024,5/12/2025,No ,No 
CT184620248806827,yes,Prime Vendor,MADHUE CONTRACTING INC,Non-M/WBE,X002-220M Ranaqua Maintenance and Operations Storehouse Ramp,4374166.0,4374166.0,0.0,5/20/2024,11/19/2025,No ,No ,Department of Parks and Recreation,1015504345.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248806625,yes,Prime Vendor,"Ruben's Group, Inc",Hispanic American,Q458-121M Fort Totten Park Commander's House Porches Recon.,397850.0,397850.0,92669.39,4/25/2024,4/24/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248806625,yes,Sub Vendor,"Ruben's Group, Inc",Hispanic American,Q458-121M Fort Totten Park Commander's House Porches Recon.,0.0,0.0,0.0,4/25/2024,4/24/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),"Tree removal, stump removal.  Tree pruning and landscaping.",No Subcontract Payments Submitted,Construction Services,8700.0,8700.0,0.0,5/13/2024,4/23/2025,Yes,No 
CT184620248806625,yes,Sub Vendor,"Ruben's Group, Inc",Hispanic American,Q458-121M Fort Totten Park Commander's House Porches Recon.,0.0,0.0,0.0,4/25/2024,4/24/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,M/WBE SMALL PURCHASE,CONSTRUCTION-BUILDINGS,JAMCOB ELECTRIC LLC,Hispanic American,Electrical work.,No Subcontract Payments Submitted,Construction Services,10000.0,10000.0,0.0,5/13/2024,4/23/2025,No ,No 
CT184620248806482,yes,Prime Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,3380000.0,3380000.0,118396.5,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,1015457778.0,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,No ,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,ALL CITY TESTING & BALANCING CORP.,Non-M/WBE,HVAC Testing & Balancing,ACCO Canceled Subcontract,Construction Services,1500.0,1500.0,0.0,1/22/2025,11/4/2025,No ,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,TRIANGLE G.C. INC.,Women (Non-Minority),Roofing,No Subcontract Payments Submitted,Construction Services,105000.0,105000.0,0.0,3/3/2025,11/4/2025,Yes,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,KIMCO GROUP INC,Women (Non-Minority),HVAC,No Subcontract Payments Submitted,Construction Services,94313.0,94313.0,0.0,1/6/2025,11/4/2025,Yes,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,D.D.S. MECHANICAL PLUMBING & HEATING CORP.,Non-M/WBE,Plumbing,ACCO Reviewing Subcontract,Construction Services,210000.0,210000.0,0.0,12/1/2024,11/4/2025,No ,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,KND LICENSED ELECTRICAL CONTRACTING & SERVICES CORP.,Women (Non-Minority),Electrical,ACCO Reviewing Subcontract,Construction Services,147977.0,147977.0,0.0,12/1/2024,11/4/2025,Yes,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,R ACEVEDO CONTRACTING INC,Hispanic American,Windows,ACCO Reviewing Subcontract,Construction Services,51925.75,51925.75,0.0,4/14/2025,11/4/2025,No ,No 
CT184620248806482,yes,Sub Vendor,AAH CONSTRUCTION CORP,Non-M/WBE,Q509-120M Nameoke Park Public Restroom Building Construction,0.0,0.0,0.0,5/13/2024,11/4/2025,No ,No ,Department of Parks and Recreation,,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Metrolink Industries LLC,Women (Non-Minority),"Concrete, Masonry, Structural Steel, Stainless Steel, Ceramic Tiles",ACCO Reviewing Subcontract,Construction Services,772985.0,772985.0,0.0,11/19/2024,11/4/2025,Yes,No 
