Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose, Prime Contract Current Amount , Prime Contract Original Amount , Prime Vendor Spend to Date ,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,NICHE ANALYSIS INC,Asian American,Air Monitoring,ACCO Reviewing Subcontract,Construction Services,1950,1950,0,10/10/2024,2/11/2026,007,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,NICHE ANALYSIS INC,Asian American,Air Monitoring,ACCO Reviewing Subcontract,Construction Services,1950,1950,0,10/10/2024,2/11/2026,007,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,"PRECISION ENVIRONMENTAL, INC.",Women (Non-Minority),Air monitoring,No Subcontract Payments Submitted,Construction Services,3490,3490,0,9/16/2024,2/10/2026,006,Yes,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,KENSINGTON PARK GROUP,Asian American,Mechanical work,ACCO Reviewing Subcontract,Construction Services,43000,43000,0,8/12/2024,2/11/2026,002,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,ABC CONSTRUCTION CONTRACTING INC,Non-M/WBE,Asbestos Abatement,No Subcontract Payments Submitted,Construction Services,9500,9500,0,8/12/2024,2/11/2026,005,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,Rough Brothers Inc.,Non-M/WBE,Structural change and roof reglazing,No Subcontract Payments Submitted,Construction Services,237240,237240,0,8/12/2024,2/11/2026,004,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,DORION NORTON ELECTRICAL CONTRACTING CORP,Black American,Electrical work,No Subcontract Payments Submitted,Construction Services,78600,78600,0,8/12/2024,2/11/2026,001,No ,No 
CT184620248805245,Yes,Sub Vendor,FLORACON LLC,Asian American,"Park Greenhouse Palm House, Queens", $-   , $-   , $-   ,9/30/2024,3/31/2026,3/4/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0052001,,-,-,WILL-DO PLUMBING INC,Black American,Plumbing work,No Subcontract Payments Submitted,Construction Services,29820,29820,0,8/12/2024,2/11/2026,003,No ,No 
CT184620248805073,Yes,Prime Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C," $5,950,986.77 "," $5,744,000.00 "," $2,906,701.14 ",3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,1016144573,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,HIGHFORT CONSTRUCTION OF NEW YORK,Hispanic American,Demolition,ACCO Reviewing Subcontract,Construction Services,60000,60000,0,11/11/2024,12/31/2024,015,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,CERTIFIED GLASS CORP,Non-M/WBE,ALUMINIUM FRAMED STOREFRONTS- WINDOWS.,No Subcontract Payments Submitted,Construction Services,194400,194400,0,3/3/2025,5/31/2025,009,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,CERTIFIED GLASS CORP,Non-M/WBE,ALUMINIUM FRAMED STOREFRONTS-WINDOWS,ACCO Rejected Subcontract,Construction Services,194600,194600,0,3/1/2025,4/30/2025,008,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,ELECTRIC FIXX INC,Black American,ELECTRICAL WORK,ACCO Reviewing Subcontract,Construction Services,18000,18000,0,9/1/2024,8/30/2025,007,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,CREATIVE DIRECTION CONST RUCTION & DESIGN LLC CDCD,Black American,MASONRY AND SITE WORK,ACCO Reviewing Subcontract,Construction Services,600000,600000,0,9/9/2024,8/31/2025,006,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),TREE PRUNING TREE REMOVAL LANDSCAPING,No Subcontract Payments Submitted,Construction Services,30115,30115,0,5/20/2024,6/30/2025,005,Yes,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,ALPHA ENVIRONMENTAL SERVICES INC,Black American,ASBESTOS ABATEMENT,No Subcontract Payments Submitted,Construction Services,8500,8500,0,5/20/2024,6/30/2024,004,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,Nathan Enterprises LLC,Black American,Provide Construction Fence,No Subcontract Payments Submitted,Construction Services,50000,50000,0,5/13/2024,6/30/2024,003,No ,Yes
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,MARIC PLUMBING & HEATING INC,Non-M/WBE,"PLUMBING, HVAC, AND LOUVER WORK",No Subcontract Payments Submitted,Construction Services,410000,410000,0,5/1/2024,8/30/2025,002,No ,No 
CT184620248805073,Yes,Sub Vendor,MEDCO LLC,Non-M/WBE,Q099-520M Flushing Meadows Corona Park Queens Storehouse R/C, $-   , $-   , $-   ,3/25/2024,9/16/2025,2/27/2024,No ,No ,Department of Parks and Recreation,,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,84622B0196001C001,,-,-,VAD Contractors INC,Women (Non-Minority),Replace Existing Roof,No Subcontract Payments Submitted,Construction Services,1050000,1050000,0,5/13/2024,10/31/2024,001,Yes,No 
CT184620248804806,Yes,Prime Vendor,JRCRUZ CORP,Non-M/WBE,XG-423M: Bronx Street Tree Planting FY23," $3,470,000.00 "," $3,470,000.00 "," $3,185,634.50 ",4/1/2024,3/31/2025,3/27/2024,No ,No ,Department of Parks and Recreation,1015217950,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0069001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804806,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,XG-423M: Bronx Street Tree Planting FY23, $-   , $-   , $-   ,4/1/2024,3/31/2025,3/27/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0069001,,-,-,EAST END SOLUTIONS INC,Women (Non-Minority),Install tree guards,No Subcontract Payments Submitted,Construction Services,79040,79040,0,4/1/2024,3/31/2025,001,Yes,No 
CT184620248804806,Yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,XG-423M: Bronx Street Tree Planting FY23, $-   , $-   , $-   ,4/1/2024,3/31/2025,3/27/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0069001,,-,-,CAM CONSTRUCTION CORP,Women (Non-Minority),On-site Trucking & Disposal,No Subcontract Payments Submitted,Construction Services,150000,150000,0,4/1/2024,3/31/2025,002,Yes,No 
CT184620248804540,Yes,Prime Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION," $1,332,279.02 "," $1,332,279.02 "," $681,464.07 ",2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,SUPERIOR QUALITY CRAFTSMEN CORP,Black American,Full Depth Asphalt Pavement,No Subcontract Payments Submitted,Construction Services,53164.64,53164.64,0,6/12/2024,11/12/2024,010,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,ASPHALT,ACCO Reviewing Subcontract,Construction Services,60000,60000,0,10/31/2024,11/12/2024,011,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,"Paul Bunyon Tree Care, Inc.",Women (Non-Minority),PRUNING & LANDSCAPING,No Subcontract Payments Submitted,Construction Services,18000,18000,0,3/12/2024,10/12/2024,005,Yes,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,HMA ELECTRIC LLC,Black American,LED SPORTS LIGHTING,ACCO Rejected Subcontract,Construction Services,110000,110000,0,4/12/2024,12/12/2024,002,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,TEC PLUMBING CORP.,Non-M/WBE,PLUMBING,No Subcontract Payments Submitted,Construction Services,9000,9000,0,4/12/2024,12/12/2024,004,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,FULL DEPTH ASPHALT,ACCO Reviewing Subcontract,Construction Services,600,600,0,6/12/2024,11/12/2024,006,No ,No 
CT184620248804540,Yes,Sub Vendor,BROAD CONSTRUCTION INC,Asian American,R008-220M-FABER PARK BASKETBALL COURTS CONSTRUCTION, $-   , $-   , $-   ,2/5/2024,2/4/2025,2/20/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84621B0191001,,-,-,BUILDING SYSTEMS INC,Non-M/WBE,CONCRETE,No Subcontract Payments Submitted,Construction Services,50000,50000,0,4/12/2024,11/12/2024,001,No ,No 
CT184620248804501,Yes,Prime Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction," $3,535,197.00 "," $3,535,197.00 "," $2,358,633.15 ",2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,Sports GM Painting Corp,Non-M/WBE,PAINTED GAMES,No Subcontract Payments Submitted,Construction Services,8600,8600,0,2/12/2024,2/11/2025,009,Yes,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,NYC athletic surfaces,Hispanic American,PAINTED GAMES,ACCO Rejected Subcontract,Construction Services,8600,8600,0,2/12/2024,2/11/2025,008,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,PRESTIGE FENCING INC,Hispanic American,FENCE,No Subcontract Payments Submitted,Construction Services,118990,118990,0,2/12/2024,2/11/2025,003,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,"Fresh Meadow Mechanical Plumbing, LLC",Non-M/WBE,PLUMBING,No Subcontract Payments Submitted,Construction Services,66720,66720,0,2/12/2024,2/11/2025,005,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,CMI SERVICES CORP,Non-M/WBE,DRAIN CLEAN,No Subcontract Payments Submitted,Construction Services,5000,5000,0,2/12/2024,2/11/2025,001,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,A-1 UNDERGROUND PLUMBING CONTRACTORS,Non-M/WBE,PLUMBING,No Subcontract Payments Submitted,Construction Services,88000,88000,0,2/12/2024,2/11/2025,007,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,MAINSTREAM ELECTRIC INC,Black American,ELECTRIC,No Subcontract Payments Submitted,Construction Services,109200,109200,0,2/12/2024,2/11/2025,006,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,GREEN ROSE CORP.,Non-M/WBE,TREE WORK,No Subcontract Payments Submitted,Construction Services,6500,6500,0,2/12/2024,2/11/2025,004,No ,No 
CT184620248804501,Yes,Sub Vendor,PRESTIGE PAVERS OF NYC INC,Hispanic American,Q108-120M Laurelton Playground Reconstruction, $-   , $-   , $-   ,2/12/2024,2/11/2025,1/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0021001,,-,-,FRANK MARANDO LANDSCAPE INC,Non-M/WBE,LANDSCAPE,No Subcontract Payments Submitted,Construction Services,69310,69310,0,2/12/2024,2/11/2025,002,No ,No 
CT184620248804299,Yes,Prime Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION," $1,599,971.25 "," $1,599,971.25 "," $1,491,965.57 ",1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804299,Yes,Sub Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION, $-   , $-   , $-   ,1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,-,Surface Signs of NY,Women (Non-Minority),FIRNISH AND INSTALL THERMOPLASTIC DESIGNS,No Subcontract Payments Submitted,Construction Services,18000,18000,0,4/1/2024,12/1/2024,005,Yes,No 
CT184620248804299,Yes,Sub Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION, $-   , $-   , $-   ,1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,-,NYC athletic surfaces,Hispanic American,THERMOPLASTIC LINES,ACCO Rejected Subcontract,Construction Services,10000,10000,0,4/1/2024,12/1/2024,002,No ,No 
CT184620248804299,Yes,Sub Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION, $-   , $-   , $-   ,1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,-,CNZ CONSTRUCTION CORP,Non-M/WBE,FURNISH AND INSTALL SAFETY SURFACE,No Subcontract Payments Submitted,Construction Services,73920,73920,0,4/1/2024,12/1/2024,004,No ,No 
CT184620248804299,Yes,Sub Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION, $-   , $-   , $-   ,1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,-,MAINSTREAM ELECTRIC INC,Black American,EXTERIOR SITE LIGHTING,No Subcontract Payments Submitted,Construction Services,35000,35000,0,4/1/2024,12/1/2024,001,No ,No 
CT184620248804299,Yes,Sub Vendor,TAJ ASSOCIATES USA INC,Asian American,XZ-121M: NYCHA SOTOMAYOR HOUSES OPEN SPACE CONSTRUCTION, $-   , $-   , $-   ,1/8/2024,1/7/2025,1/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0037001,,-,-,MESSINA ASPHALT CORP,Non-M/WBE,asphalt paving.,No Subcontract Payments Submitted,Construction Services,47000,47000,0,4/1/2024,12/1/2024,003,No ,No 
CT184620248804137,Yes,Prime Vendor,DEBORAH BRADLEY CONSTRUCTION AND MANAGEMENT SERVICES INC,Women (Non-Minority),M203-117MA2 RECONSTRUCTION OF DAG HAMMARSKJOLD PLAZA," $1,389,668.42 "," $1,389,668.42 "," $218,595.08 ",2/26/2024,2/25/2025,12/13/2023,Yes,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0050001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT184620248804137,Yes,Sub Vendor,DEBORAH BRADLEY CONSTRUCTION AND MANAGEMENT SERVICES INC,Women (Non-Minority),M203-117MA2 RECONSTRUCTION OF DAG HAMMARSKJOLD PLAZA, $-   , $-   , $-   ,2/26/2024,2/25/2025,12/13/2023,Yes,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,IOTB CONSTRUCTION,Construction Services,84623B0050001,,-,-,"FAMILY TREE SERVICE, INC.",Women (Non-Minority),"Stump Removal, Tree Removal, Shredded bark mulch, Pinning, Pruning, Topsoil and Planting Installation",No Subcontract Payments Submitted,Construction Services,28350,28350,0,2/26/2024,2/25/2025,003,Yes,No 
